CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue,VALUE
Western Warm Temperate Urban Herbaceous,2916.000000,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202.000000,122.000000,245.000000,0.792157,0.478431,0.960784,3913
Western Warm Temperate Urban Shrubland,2917.000000,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207.000000,171.000000,215.000000,0.811765,0.670588,0.843137,3914
Eastern Warm Temperate Urban Urban Deciduous Forest,2913.000000,Dtd Urban Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,112.000000,68.000000,137.000000,0.439216,0.266667,0.537255,3915
Eastern Warm Temperate Urban Urban Evergreen Forest,2914.000000,Dtc Urban Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,170.000000,102.000000,205.000000,0.666667,0.400000,0.803922,3916
Eastern Warm Temperate Urban Urban Mixed Forest,2915.000000,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,194.000000,158.000000,215.000000,0.760784,0.619608,0.843137,3917
Eastern Warm Temperate Urban Urban Herbaceous,2916.000000,Dgr Urban Herbaceous,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,202.000000,122.000000,245.000000,0.792157,0.478431,0.960784,3918
Eastern Warm Temperate Urban Urban Shrubland,2917.000000,Dsh Urban Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,207.000000,171.000000,215.000000,0.811765,0.670588,0.843137,3919
Western Cool Temperate Developed Ruderal Deciduous Forest,2923.000000,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64.000000,61.000000,168.000000,0.250980,0.239216,0.658824,3920
Western Cool Temperate Developed Ruderal Evergreen Forest,2924.000000,Dtc Developed Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102.000000,119.000000,205.000000,0.400000,0.466667,0.803922,3921
Western Cool Temperate Developed Ruderal Mixed Forest,2925.000000,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,68.000000,79.000000,137.000000,0.266667,0.309804,0.537255,3922
Western Cool Temperate Developed Ruderal Shrubland,2926.000000,Dsh Developed Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,158.000000,170.000000,215.000000,0.619608,0.666667,0.843137,3923
Western Cool Temperate Developed Ruderal Grassland,2927.000000,Dgr Developed Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,122.000000,142.000000,245.000000,0.478431,0.556863,0.960784,3924
Western Warm Temperate Developed Ruderal Deciduous Forest,2923.000000,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64.000000,61.000000,168.000000,0.250980,0.239216,0.658824,3925
Western Warm Temperate Developed Ruderal Evergreen Forest,2924.000000,Dtc Developed Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102.000000,119.000000,205.000000,0.400000,0.466667,0.803922,3926
Western Warm Temperate Developed Ruderal Mixed Forest,2925.000000,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,68.000000,79.000000,137.000000,0.266667,0.309804,0.537255,3927
Western Warm Temperate Developed Ruderal Shrubland,2926.000000,Dsh Developed Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,158.000000,170.000000,215.000000,0.619608,0.666667,0.843137,3928
Western Warm Temperate Developed Ruderal Grassland,2927.000000,Dgr Developed Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,122.000000,142.000000,245.000000,0.478431,0.556863,0.960784,3929
Eastern Cool Temperate Developed Ruderal Deciduous Forest,2923.000000,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64.000000,61.000000,168.000000,0.250980,0.239216,0.658824,3930
Eastern Cool Temperate Developed Ruderal Evergreen Forest,2924.000000,Dtc Developed Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102.000000,119.000000,205.000000,0.400000,0.466667,0.803922,3931
Eastern Cool Temperate Developed Ruderal Mixed Forest,2925.000000,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,68.000000,79.000000,137.000000,0.266667,0.309804,0.537255,3932
Eastern Cool Temperate Developed Ruderal Shrubland,2926.000000,Dsh Developed Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,158.000000,170.000000,215.000000,0.619608,0.666667,0.843137,3933
Eastern Cool Temperate Developed Ruderal Grassland,2927.000000,Dgr Developed Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,122.000000,142.000000,245.000000,0.478431,0.556863,0.960784,3934
Eastern Warm Temperate Developed Ruderal Deciduous Forest,2923.000000,Dtd Developed Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,64.000000,61.000000,168.000000,0.250980,0.239216,0.658824,3935
Eastern Warm Temperate Developed Ruderal Evergreen Forest,2924.000000,Dtc Developed Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,102.000000,119.000000,205.000000,0.400000,0.466667,0.803922,3936
Eastern Warm Temperate Developed Ruderal Mixed Forest,2925.000000,Dtm Developed Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,68.000000,79.000000,137.000000,0.266667,0.309804,0.537255,3937
Eastern Warm Temperate Developed Ruderal Shrubland,2926.000000,Dsh Developed Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,158.000000,170.000000,215.000000,0.619608,0.666667,0.843137,3938
Eastern Warm Temperate Developed Ruderal Grassland,2927.000000,Dgr Developed Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,122.000000,142.000000,245.000000,0.478431,0.556863,0.960784,3939
Western Cool Temperate Undeveloped Ruderal Deciduous Forest,2933.000000,Dtd Undeveloped Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,255.000000,190.000000,232.000000,1.000000,0.745098,0.909804,3940
Western Cool Temperate Undeveloped Ruderal Evergreen Forest,2934.000000,Dtc Undeveloped Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,255.000000,0.000000,197.000000,1.000000,0.000000,0.772549,3941
Western Cool Temperate Undeveloped Ruderal Mixed Forest,2935.000000,Dtm Undeveloped Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255.000000,115.000000,223.000000,1.000000,0.450980,0.874510,3942
Western Cool Temperate Undeveloped Ruderal Shrubland,2936.000000,Dsh Undeveloped Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168.000000,0.000000,132.000000,0.658824,0.000000,0.517647,3943
Western Cool Temperate Undeveloped Ruderal Grassland,2937.000000,Dgr Undeveloped Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,230.000000,0.000000,169.000000,0.901961,0.000000,0.662745,3944
Western Warm Temperate Undeveloped Ruderal Deciduous Forest,2933.000000,Dtd Undeveloped Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,255.000000,190.000000,232.000000,1.000000,0.745098,0.909804,3945
Western Warm Temperate Undeveloped Ruderal Evergreen Forest,2934.000000,Dtc Undeveloped Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,255.000000,0.000000,197.000000,1.000000,0.000000,0.772549,3946
Western Warm Temperate Undeveloped Ruderal Mixed Forest,2935.000000,Dtm Undeveloped Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255.000000,115.000000,223.000000,1.000000,0.450980,0.874510,3947
Western Warm Temperate Undeveloped Ruderal Shrubland,2936.000000,Dsh Undeveloped Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168.000000,0.000000,132.000000,0.658824,0.000000,0.517647,3948
Western Warm Temperate Undeveloped Ruderal Grassland,2937.000000,Dgr Undeveloped Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,230.000000,0.000000,169.000000,0.901961,0.000000,0.662745,3949
Eastern Cool Temperate Undeveloped Ruderal Deciduous Forest,2933.000000,Dtd Undeveloped Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,255.000000,190.000000,232.000000,1.000000,0.745098,0.909804,3950
Eastern Cool Temperate Undeveloped Ruderal Evergreen Forest,2934.000000,Dtc Undeveloped Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,255.000000,0.000000,197.000000,1.000000,0.000000,0.772549,3951
Eastern Cool Temperate Undeveloped Ruderal Mixed Forest,2935.000000,Dtm Undeveloped Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255.000000,115.000000,223.000000,1.000000,0.450980,0.874510,3952
Eastern Cool Temperate Undeveloped Ruderal Shrubland,2936.000000,Dsh Undeveloped Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168.000000,0.000000,132.000000,0.658824,0.000000,0.517647,3953
Eastern Cool Temperate Undeveloped Ruderal Grassland,2937.000000,Dgr Undeveloped Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,230.000000,0.000000,169.000000,0.901961,0.000000,0.662745,3954
Eastern Warm Temperate Undeveloped Ruderal Deciduous Forest,2933.000000,Dtd Undeveloped Ruderal Deciduous Forest,Tree,13,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,255.000000,190.000000,232.000000,1.000000,0.745098,0.909804,3955
Eastern Warm Temperate Undeveloped Ruderal Evergreen Forest,2934.000000,Dtc Undeveloped Ruderal Evergreen Forest,Tree,14,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,255.000000,0.000000,197.000000,1.000000,0.000000,0.772549,3956
Eastern Warm Temperate Undeveloped Ruderal Mixed Forest,2935.000000,Dtm Undeveloped Ruderal Deciduous-Evergreen Forest,Tree,15,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255.000000,115.000000,223.000000,1.000000,0.450980,0.874510,3957
Eastern Warm Temperate Undeveloped Ruderal Shrubland,2936.000000,Dsh Undeveloped Ruderal Shrubland,Shrub,17,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168.000000,0.000000,132.000000,0.658824,0.000000,0.517647,3958
Eastern Warm Temperate Undeveloped Ruderal Grassland,2937.000000,Dgr Undeveloped Ruderal Grassland,Herb,16,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Herbaceous - grassland,230.000000,0.000000,169.000000,0.901961,0.000000,0.662745,3959
Western Cool Temperate Orchard,2960.000000,Dab Orchard,Tree,60,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,210.000000,28.000000,94.000000,0.823529,0.109804,0.368627,3960
Western Cool Temperate Vineyard,2961.000000,Da Vineyard,Agriculture,61,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168.000000,0.000000,132.000000,0.658824,0.000000,0.517647,3961
Western Cool Temperate Bush fruit and berries,2962.000000,Dab Bush Fruit and Berries,Shrub,62,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210.000000,28.000000,119.000000,0.823529,0.109804,0.466667,3962
Western Cool Temperate Row Crop - Close Grown Crop,2963.000000,Da Row Crop - Close Grown Crop,Agriculture,63,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255.000000,245.000000,140.000000,1.000000,0.960784,0.549020,3963
Western Cool Temperate Row Crop,2964.000000,Da Row Crop,Agriculture,64,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250.000000,255.000000,119.000000,0.980392,1.000000,0.466667,3964
Western Cool Temperate Close Grown Crop,2965.000000,Da Close Grown Crop,Agriculture,65,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255.000000,237.000000,119.000000,1.000000,0.929412,0.466667,3965
Western Cool Temperate Fallow/Idle Cropland,2966.000000,Dab Fallow/Idle Cropland,Herb,66,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255.000000,255.000000,119.000000,1.000000,1.000000,0.466667,3966
Western Cool Temperate Pasture and Hayland,2967.000000,Dab Pasture and Hayland,Herb,67,Agricultural,Agricultural-Pasture and Hayland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,227.000000,212.000000,28.000000,0.890196,0.831373,0.109804,3967
Western Cool Temperate Wheat,2968.000000,Da Wheat,Agriculture,68,Agricultural,Agricultural-Wheat,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250.000000,227.000000,163.000000,0.980392,0.890196,0.639216,3968
Western Cool Temperate Aquaculture,2969.000000,Da Aquaculture,Agriculture,69,Agricultural,Agricultual-Aquaculture,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,210.000000,255.000000,237.000000,0.823529,1.000000,0.929412,3969
Eastern Cool Temperate Orchard,2960.000000,Dab Orchard,Tree,60,Agricultural,Agricultural-Orchard,LF 80: Agriculture,Tree-dominated,Open tree canopy,Deciduous open tree canopy,210.000000,28.000000,94.000000,0.823529,0.109804,0.368627,3970
Eastern Cool Temperate Vineyard,2961.000000,Da Vineyard,Agriculture,61,Agricultural,Agricultural-Vineyard,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,168.000000,0.000000,132.000000,0.658824,0.000000,0.517647,3971
Eastern Cool Temperate Bush fruit and berries,2962.000000,Dab Bush Fruit and Berries,Shrub,62,Agricultural,Agricultural-Bush fruit and berries,LF 80: Agriculture,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,210.000000,28.000000,119.000000,0.823529,0.109804,0.466667,3972
Eastern Cool Temperate Row Crop - Close Grown Crop,2963.000000,Da Row Crop - Close Grown Crop,Agriculture,63,Agricultural,Agricultural-Row Crop-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255.000000,245.000000,140.000000,1.000000,0.960784,0.549020,3973
Eastern Cool Temperate Row Crop,2964.000000,Da Row Crop,Agriculture,64,Agricultural,Agricultural-Row Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,250.000000,255.000000,119.000000,0.980392,1.000000,0.466667,3974
Eastern Cool Temperate Close Grown Crop,2965.000000,Da Close Grown Crop,Agriculture,65,Agricultural,Agricultural-Close Grown Crop,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255.000000,237.000000,119.000000,1.000000,0.929412,0.466667,3975
Eastern Cool Temperate Fallow/Idle Cropland,2966.000000,Dab Fallow/Idle Cropland,Herb,66,Agricultural,Agricultural-Fallow/Idle Cropland,LF 80: Agriculture,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Annual Graminoid/Forb,255.000000,255.000000,119.000000,1.000000,1.000000,0.466667,3976
