ID,Site,Date,Transect,Meter,Species,DBH_cm,Intact,State,Height_m,Comments,Entered_by,Range,DBH_inch,Biomass
1433,MIXWAT,07-Aug-17,1,20-25,Pseudotsuga menziesii,64,Y,H,,,JMP,,25.196864,2784.52008
1434,MIXWAT,07-Aug-17,1,15-20,Calocedrus decurrens,30,Y,H,,,JMP,,11.81103,284.4009746
1435,MIXWAT,07-Aug-17,1,15-20,Calocedrus decurrens,20,Y,H,,,JMP,,7.87402,113.7904219
1436,MIXWAT,07-Aug-17,1,15-Oct,Calocedrus decurrens,17,Y,D,,,JMP,,6.692917,73.49880309
1437,MIXWAT,07-Aug-17,1,15-Oct,Calocedrus decurrens,21,Y,H,,,JMP,,8.267721,127.0505567
1438,MIXWAT,07-Aug-17,1,10-May,Pseudotsuga menziesii,54,Y,D,,,JMP,,21.259854,1734.791251
1439,MIXWAT,07-Aug-17,1,10-May,Quercus kelloggii,67,Y,H,,,JMP,,26.377967,3723.289289
1440,MIXWAT,07-Aug-17,1,10-May,Pseudotsuga menziesii,41,Y,H,,,JMP,,16.141741,937.9656661
1441,MIXWAT,07-Aug-17,1,10-May,Calocedrus decurrens,28,Y,H,,,JMP,,11.023628,243.3538189
1442,MIXWAT,07-Aug-17,1,10-May,Abies concolor,48,Y,H,,,JMP,,18.897648,1173.326538
1443,MIXWAT,07-Aug-17,1,0-5,Abies concolor,48,Y,H,,,JMP,,18.897648,1173.326538
1444,MIXWAT,07-Aug-17,1,0-5,Abies concolor,40.5,Y,H,,,JMP,,15.9448905,769.7076124
1445,MIXWAT,07-Aug-17,1,0-5,Quercus kelloggii,21,N,D,5,,JMP,,8.267721,105.9892145
1446,MIXWAT,07-Aug-17,1,0-5,Pseudotsuga menziesii,46,Y,H,,,JMP,,18.110246,1242.505584
1447,MIXWAT,07-Aug-17,1,0-5,Pseudotsuga menziesii,18.5,Y,D,,,JMP,,7.2834685,125.3080616
1448,MIXWAT,07-Aug-17,1,0-5,Calocedrus decurrens,22,Y,H,,,JMP,,8.661422,141.1302342
1449,MIXWAT,07-Aug-17,2,10-May,Abies magnifica,40.2,Y,H,,,JMP,,15.8267802,755.6373482
1450,MIXWAT,07-Aug-17,2,20-25,Abies magnifica,51.1,Y,H,,,JMP,,20.1181211,1370.447834
1451,MIXWAT,07-Aug-17,2,20-25,Calocedrus decurrens,18.4,Y,D,,,JMP,,7.2440984,88.01364618
1452,MIXWAT,07-Aug-17,2,20-25,Quercus kelloggii,31,N,D,6.5,,JMP,,12.204731,297.9890925
1453,MIXWAT,07-Aug-17,2,25-30,Calocedrus decurrens,21.4,Y,D,,,JMP,,8.4252014,124.1010649
1454,MIXWAT,07-Aug-17,2,25-30,Abies concolor,37.9,Y,H,,,JMP,,14.9212679,652.8632502
1455,MIXWAT,07-Aug-17,2,25-30,Quercus kelloggii,36.3,Y,D,,,JMP,,14.2913463,820.9378782
1456,MIXWAT,07-Aug-17,2,25-30,Calocedrus decurrens,17.6,Y,D,,,JMP,,6.9291376,79.5414145
1457,MIXWAT,07-Aug-17,2,30-35,Pinus lambertiana,81.5,Y,H,,,JMP,,32.0866315,3566.814908
1458,MIXWAT,07-Aug-17,2,30-35,Pinus lambertiana,47,Y,H,,,JMP,,18.503947,933.6712499
1459,MIXWAT,07-Aug-17,2,35-40,Abies concolor,65.4,Y,H,,,JMP,,25.7480454,2527.909441
1460,MIXWAT,07-Aug-17,2,35-40,Abies concolor,38.3,Y,D,,,JMP,,15.0787483,631.003543
1461,MIXWAT,07-Aug-17,2,40-45,Abies concolor,51,Y,D,,,JMP,,20.078751,1286.52468
1462,MIXWAT,07-Aug-17,2,40-45,Abies concolor,32.3,Y,D,,,JMP,,12.7165423,412.8825701
1463,MIXWAT,07-Aug-17,2,40-45,Abies magnifica,52.5,Y,H,,,JMP,,20.6693025,1465.514712
1464,MIXWAT,07-Aug-17,2,40-45,Abies concolor,67.2,Y,H,,,JMP,,26.4567072,2704.089123
1465,MIXWAT,07-Aug-17,2,40-45,Abies concolor,28.5,Y,D,,,JMP,,11.2204785,302.2940663
1466,MIXWAT,07-Aug-17,2,45-50,Abies sp.,36.4,Y,D,,,JMP,,14.3307164,555.9486149
1467,MIXWAT,07-Aug-17,2,40-45,Pseudotsuga menziesii,42,Y,H,,,JMP,,16.535442,994.853721
1468,MIXWAT,07-Aug-17,2,35-40,Calocedrus decurrens,28.1,Y,D,,,JMP,,11.0629981,230.3901462
1469,MIXWAT,07-Aug-17,2,35-40,Pseudotsuga menziesii,68,Y,H,,,JMP,,26.771668,3229.126924
1470,MIXWAT,07-Aug-17,2,35-40,Abies concolor,39.4,Y,H,,,JMP,,15.5118194,718.8714103
1471,MIXWAT,07-Aug-17,2,30-35,Pinus lambertiana,102.7,Y,H,,,JMP,,40.4330927,6262.904434
1472,MIXWAT,07-Aug-17,2,15-20,Abies concolor,54,Y,H,,,JMP,,21.259854,1571.6244
1473,MIXWAT,07-Aug-17,2,15-Oct,Pseudotsuga menziesii,45,Y,H,,,JMP,,17.716545,1177.536465
1474,MIXWAT,07-Aug-17,2,10-May,Abies concolor,59.5,Y,H,,,JMP,,23.4252095,1999.278455
1475,MIXWAT,07-Aug-17,2,0-5,Pseudotsuga menziesii,65.8,Y,H,,,JMP,,25.9055258,2979.782454
1476,MIXWAT,07-Aug-17,2,0-5,Pseudotsuga menziesii,28,Y,H,,,JMP,,11.023628,369.3858348
1477,MIXWAT,07-Aug-17,2,0-5,Abies sp.,19.5,Y,D,,,JMP,,7.6771695,117.3148699
1478,MIXWAT,07-Aug-17,2,0-5,Abies sp.,34,Y,D,,,JMP,,13.385834,469.1300908
