Site,Date,Transect,Meter,Species,Shrub_or_Tree,Height_cm,Width_cm,Length_cm,Tree DBH_cm,Comments,Entered by,Review comment
HICOWS,22-Aug-17,2,35-40,Arctostaphylos patula,Shrub,79,93,80,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,3,123,103,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus cordulatus,Shrub,54,175,170,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus cordulatus,Shrub,42,159,100,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus integerrimus,Shrub,106,155,175,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,3,155,81,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,9,122,51,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,3,142,73,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,10,87,82,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,2,93,54,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus cordulatus,Shrub,40,134,148,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,100,79,,,AMM,
HICOWS,22-Aug-17,2,45-50,Chamaebatia foliolosa,Shrub,22,83,60,,,AMM,
HICOWS,22-Aug-17,2,45-50,Chamaebatia foliolosa,Shrub,17,54,48,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,4,132,134,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,88,70,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,2,68,52,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,8,116,115,,,AMM,
HICOWS,22-Aug-17,2,45-50,Chamaebatia foliolosa,Shrub,23,78,40,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,94,86,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,104,80,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,7,124,68,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,2,74,79,,,AMM,
HICOWS,22-Aug-17,2,45-50,Arctostaphylos viscida,Shrub,41,51,45,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,92,62,,,AMM,
HICOWS,22-Aug-17,2,45-50,Quercus kelloggii,Tree,,,,4,"healthy, intact",AMM,"Saplings, correctly measured as small trees"
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,83,76,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,2,80,56,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,10,83,59,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,5,113,80,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,63,74,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,6,138,119,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,7,89,94,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,5,84,46,,,AMM,
HICOWS,22-Aug-17,2,45-50,Chamaebatia foliolosa,Shrub,29,121,96,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,4,104,75,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,102,80,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,81,40,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,4,150,106,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,70,44,,,AMM,
HICOWS,22-Aug-17,2,45-50,Ceanothus prostratus,Shrub,3,90,100,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,5,155,69,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,4,150,106,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,5,180,180,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,3,145,125,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,5,117,109,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus integerrimus,Shrub,131,197,170,,,AMM,
HICOWS,22-Aug-17,2,40-45,Chamaebatia foliolosa,Shrub,27,110,35,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,3,56,57,,,AMM,
HICOWS,22-Aug-17,2,40-45,Ceanothus prostratus,Shrub,3,72,68,,,AMM,
HICOWS,22-Aug-17,2,40-45,Chamaebatia foliolosa,Shrub,30,100,56,,,AMM,
HICOWS,22-Aug-17,2,25-30,Ceanothus prostratus,Shrub,3,114,83,,,AMM,
HICOWS,22-Aug-17,2,25-30,Ceanothus prostratus,Shrub,3,85,51,,,AMM,
HICOWS,22-Aug-17,2,25-30,Ceanothus prostratus,Shrub,2,99,78,,,AMM,
HICOWS,22-Aug-17,2,25-30,Ceanothus prostratus,Shrub,3,78,55,,,AMM,
HICOWS,22-Aug-17,2,25-30,Ceanothus integerrimus,Shrub,110,198,185,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,5,73,76,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,3,60,41,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus integerrimus,Shrub,130,165,193,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,4,92,74,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,3,62,55,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,4,84,81,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,5,111,75,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,6,110,123,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,7,87,96,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,7,90,65,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,4,109,68,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,5,90,100,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,7,114,112,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,4,80,63,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,3,75,71,,,AMM,
HICOWS,22-Aug-17,2,20-25,Ceanothus prostratus,Shrub,6,60,53,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,4,84,55,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,3,79,36,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,8,115,129,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,5,113,104,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,4,83,78,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,5,105,73,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,4,79,58,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,4,82,42,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,2,93,77,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,5,69,70,,,AMM,
HICOWS,22-Aug-17,2,15-20,Ceanothus prostratus,Shrub,10,85,60,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,6,91,52,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,6,95,56,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,7,150,110,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,4,93,78,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,6,145,102,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,4,140,128,,,AMM,
HICOWS,22-Aug-17,2,15-Oct,Ceanothus prostratus,Shrub,5,122,110,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,3,93,75,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,8,96,60,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,5,92,37,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,7,62,36,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,6,57,43,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,11,63,60,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,5,140,105,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,8,150,110,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,6,138,55,,,AMM,
HICOWS,22-Aug-17,2,10-May,Ceanothus prostratus,Shrub,6,77,39,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,7,65,61,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,11,57,31,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,5,83,31,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,4,55,30,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,3,103,38,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus prostratus,Shrub,6,133,71,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus integerrimus,Shrub,30,75,80,,,AMM,
HICOWS,22-Aug-17,2,0-5,Ceanothus integerrimus,Shrub,108,165,157,,,AMM,
HIDODD,24-Aug-17,1,0-5,Ceanothus cordulatus,Shrub,50,155,180,,,AMM,
HIDODD,24-Aug-17,1,0-5,Arctostaphylos patula,Shrub,50,70,35,,,AMM,
HIDODD,24-Aug-17,1,0-5,Arctostaphylos patula,Shrub,60,40,40,,,AMM,
HIDODD,24-Aug-17,1,0-5,Frangula rubra,Shrub,87,90,75,,,AMM,
HIDODD,24-Aug-17,1,0-5,Arctostaphylos patula,Shrub,50,40,35,,,AMM,
HIDODD,24-Aug-17,1,0-5,Arctostaphylos patula,Shrub,47,58,34,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,53,210,170,,,AMM,
HIDODD,24-Aug-17,1,10-May,Arctostaphylos patula,Shrub,55,43,40,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,34,180,135,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,42,83,85,,,AMM,
HIDODD,24-Aug-17,1,10-May,Arctostaphylos patula,Shrub,54,93,80,,,AMM,
HIDODD,24-Aug-17,1,10-May,Arctostaphylos patula,Shrub,58,60,58,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,60,240,188,,,AMM,
HIDODD,24-Aug-17,1,10-May,Arctostaphylos patula,Shrub,70,84,45,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,45,80,35,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Ceanothus cordulatus,Shrub,67,240,145,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,67,55,30,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,60,100,45,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Ceanothus cordulatus,Shrub,55,150,165,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,60,40,30,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Ceanothus cordulatus,Shrub,55,270,125,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,58,42,30,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Ceanothus cordulatus,Shrub,48,170,100,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Ceanothus cordulatus,Shrub,67,230,316,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,60,95,105,,,AMM,
HIDODD,24-Aug-17,1,15-20,Arctostaphylos patula,Shrub,60,90,80,,,AMM,
HIDODD,24-Aug-17,1,15-20,Ceanothus cordulatus,Shrub,55,190,160,,,AMM,
HIDODD,24-Aug-17,1,15-20,Arctostaphylos patula,Shrub,57,75,50,,,AMM,
HIDODD,24-Aug-17,1,15-20,Arctostaphylos patula,Shrub,63,70,30,,,AMM,
HIDODD,24-Aug-17,1,15-20,Ceanothus cordulatus,Shrub,70,250,225,,,AMM,
HIDODD,24-Aug-17,1,20-25,Arctostaphylos patula,Shrub,46,100,180,,,AMM,
HIDODD,24-Aug-17,1,20-25,Ceanothus cordulatus,Shrub,38,180,170,,,AMM,
HIDODD,24-Aug-17,1,20-25,Arctostaphylos patula,Shrub,40,125,105,,,AMM,
HIDODD,24-Aug-17,1,20-25,Ceanothus cordulatus,Shrub,47,165,125,,,AMM,
HIDODD,24-Aug-17,1,20-25,Arctostaphylos patula,Shrub,70,120,75,,,AMM,
HIDODD,24-Aug-17,1,20-25,Arctostaphylos patula,Shrub,63,170,145,,,AMM,
HIDODD,24-Aug-17,1,20-25,Ceanothus cordulatus,Shrub,42,145,150,,,AMM,
HIDODD,24-Aug-17,1,25-30,Arctostaphylos patula,Shrub,55,180,170,,,AMM,
HIDODD,24-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,65,90,100,,,AMM,
HIDODD,24-Aug-17,1,25-30,Arctostaphylos patula,Shrub,55,60,50,,,AMM,
HIDODD,24-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,40,70,45,,,AMM,
HIDODD,24-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,55,134,85,,,AMM,
HIDODD,24-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,60,65,55,,,AMM,
HIDODD,24-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,58,170,90,,,AMM,
HIDODD,24-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,60,65,55,,,AMM,
HIDODD,24-Aug-17,1,30-35,Arctostaphylos patula,Shrub,60,70,95,,,AMM,
HIDODD,24-Aug-17,1,30-35,Arctostaphylos patula,Shrub,55,115,120,,,AMM,
HIDODD,24-Aug-17,1,30-35,Arctostaphylos patula,Shrub,43,85,65,,,AMM,
HIDODD,24-Aug-17,1,30-35,Ceanothus cordulatus,Shrub,60,280,240,,,AMM,
HIDODD,24-Aug-17,1,30-35,Ceanothus cordulatus,Shrub,45,215,150,,,AMM,
HIDODD,24-Aug-17,1,30-35,Arctostaphylos patula,Shrub,55,50,45,,,AMM,
HIDODD,24-Aug-17,1,35-40,Arctostaphylos patula,Shrub,50,70,60,,,AMM,
HIDODD,24-Aug-17,1,35-40,Ceanothus cordulatus,Shrub,70,160,170,,,AMM,
HIDODD,24-Aug-17,1,35-40,Ceanothus cordulatus,Shrub,75,160,120,,,AMM,
HIDODD,24-Aug-17,1,35-40,Arctostaphylos patula,Shrub,50,40,30,,,AMM,
HIDODD,24-Aug-17,1,35-40,Ceanothus cordulatus,Shrub,75,200,290,,,AMM,
HIDODD,24-Aug-17,1,35-40,Arctostaphylos patula,Shrub,60,70,40,,,AMM,
HIDODD,24-Aug-17,1,35-40,Arctostaphylos patula,Shrub,55,40,45,,,AMM,
HIDODD,24-Aug-17,1,35-40,Ceanothus cordulatus,Shrub,48,120,50,,,AMM,
HIDODD,24-Aug-17,1,40-45,Ceanothus cordulatus,Shrub,40,80,50,,,AMM,
HIDODD,24-Aug-17,1,40-45,Ceanothus cordulatus,Shrub,55,100,145,,,AMM,
HIDODD,24-Aug-17,1,40-45,Arctostaphylos patula,Shrub,55,60,50,,,AMM,
HIDODD,24-Aug-17,1,40-45,Ceanothus cordulatus,Shrub,50,180,95,,,AMM,
HIDODD,24-Aug-17,1,40-45,Arctostaphylos patula,Shrub,65,130,80,,,AMM,
HIDODD,24-Aug-17,1,40-45,Ceanothus cordulatus,Shrub,65,150,200,,,AMM,
HIDODD,24-Aug-17,1,40-45,Ceanothus integerrimus,Shrub,80,115,100,,,AMM,
HIDODD,24-Aug-17,1,45-50,Ceanothus cordulatus,Shrub,30,110,130,,,AMM,
HIDODD,24-Aug-17,1,45-50,Arctostaphylos patula,Shrub,65,65,60,,,AMM,
HIDODD,24-Aug-17,1,45-50,Arctostaphylos patula,Shrub,64,80,60,,,AMM,
HIDODD,24-Aug-17,1,45-50,Ceanothus cordulatus,Shrub,63,265,290,,,AMM,
HIDODD,24-Aug-17,1,45-50,Arctostaphylos patula,Shrub,60,90,109,,,AMM,
HIDODD,24-Aug-17,1,45-50,Arctostaphylos patula,Shrub,48,63,65,,,AMM,
HIDODD,24-Aug-17,1,45-50,Ceanothus cordulatus,Shrub,35,40,50,,,AMM,
HIDODD,24-Aug-17,1,45-50,Ceanothus cordulatus,Shrub,70,63,70,,,AMM,
HIDODD,24-Aug-17,1,45-50,Ceanothus cordulatus,Shrub,50,195,225,,,AMM,
HIDODD,24-Aug-17,1,45-50,Ceanothus cordulatus,Shrub,60,120,200,,,AMM,
HIDODD,24-Aug-17,1,45-50,Arctostaphylos patula,Shrub,55,90,104,,,AMM,
HIDODD,24-Aug-17,1,45-50,Arctostaphylos patula,Shrub,30,70,50,,,AMM,
HIDODD,24-Aug-17,1,45-50,Ceanothus cordulatus,Shrub,42,220,160,,,AMM,
HIDODD,24-Aug-17,1,45-50,Arctostaphylos patula,Shrub,42,62,48,,,AMM,
HIDODD,24-Aug-17,1,40-45,Arctostaphylos patula,Shrub,55,80,40,,,AMM,
HIDODD,24-Aug-17,1,40-45,Arctostaphylos patula,Shrub,44,60,38,,,AMM,
HIDODD,24-Aug-17,1,40-45,Ceanothus cordulatus,Shrub,32,260,120,,,AMM,
HIDODD,24-Aug-17,1,40-45,Arctostaphylos patula,Shrub,42,91,78,,,AMM,
HIDODD,24-Aug-17,1,40-45,Arctostaphylos patula,Shrub,60,55,45,,,AMM,
HIDODD,24-Aug-17,1,40-45,Ceanothus cordulatus,Shrub,47,125,144,,,AMM,
HIDODD,24-Aug-17,1,40-45,Arctostaphylos patula,Shrub,54,35,20,,,AMM,
HIDODD,24-Aug-17,1,40-45,Ceanothus cordulatus,Shrub,57,90,80,,,AMM,
HIDODD,24-Aug-17,1,35-40,Frangula rubra,Shrub,71,90,69,,,AMM,
HIDODD,24-Aug-17,1,35-40,Ceanothus cordulatus,Shrub,48,170,150,,,AMM,
HIDODD,24-Aug-17,1,35-40,Ceanothus cordulatus,Shrub,72,147,134,,,AMM,
HIDODD,24-Aug-17,1,35-40,Ceanothus cordulatus,Shrub,51,53,125,,,AMM,
HIDODD,24-Aug-17,1,35-40,Ceanothus cordulatus,Shrub,46,154,128,,,AMM,
HIDODD,24-Aug-17,1,35-40,Arctostaphylos patula,Shrub,54,95,47,,,AMM,
HIDODD,24-Aug-17,1,30-35,Arctostaphylos patula,Shrub,51,80,109,,,AMM,
HIDODD,24-Aug-17,1,30-35,Arctostaphylos patula,Shrub,61,64,58,,,AMM,
HIDODD,24-Aug-17,1,30-35,Arctostaphylos patula,Shrub,52,34,37,,,AMM,
HIDODD,24-Aug-17,1,30-35,Ceanothus cordulatus,Shrub,64,125,190,,,AMM,
HIDODD,24-Aug-17,1,30-35,Ceanothus cordulatus,Shrub,30,208,187,,,AMM,
HIDODD,24-Aug-17,1,25-30,Arctostaphylos patula,Shrub,59,62,70,,,AMM,
HIDODD,24-Aug-17,1,25-30,Arctostaphylos patula,Shrub,53,80,93,,,AMM,
HIDODD,24-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,44,128,112,,,AMM,
HIDODD,24-Aug-17,1,25-30,Arctostaphylos patula,Shrub,44,85,50,,,AMM,
HIDODD,24-Aug-17,1,25-30,Ceanothus cordulatus,Shrub,32,80,89,,,AMM,
HIDODD,24-Aug-17,1,20-25,Ceanothus cordulatus,Shrub,21,65,30,,,AMM,
HIDODD,24-Aug-17,1,20-25,Ceanothus cordulatus,Shrub,24,91,79,,,AMM,
HIDODD,24-Aug-17,1,20-25,Ceanothus cordulatus,Shrub,25,94,80,,,AMM,
HIDODD,24-Aug-17,1,20-25,Ceanothus cordulatus,Shrub,57,142,181,,,AMM,
HIDODD,24-Aug-17,1,20-25,Arctostaphylos patula,Shrub,38,129,77,,,AMM,
HIDODD,24-Aug-17,1,20-25,Ceanothus cordulatus,Shrub,30,106,120,,,AMM,
HIDODD,24-Aug-17,1,20-25,Arctostaphylos patula,Shrub,62,125,106,,,AMM,
HIDODD,24-Aug-17,1,15-20,Ceanothus cordulatus,Shrub,39,112,99,,,AMM,
HIDODD,24-Aug-17,1,15-20,Arctostaphylos patula,Shrub,24,59,35,,,AMM,
HIDODD,24-Aug-17,1,15-20,Ceanothus cordulatus,Shrub,50,148,107,,,AMM,
HIDODD,24-Aug-17,1,15-20,Arctostaphylos patula,Shrub,58,27,49,,,AMM,
HIDODD,24-Aug-17,1,15-20,Arctostaphylos patula,Shrub,34,60,30,,,AMM,
HIDODD,24-Aug-17,1,15-20,Ceanothus cordulatus,Shrub,56,215,254,,,AMM,
HIDODD,24-Aug-17,1,15-20,Frangula rubra,Shrub,85,88,66,,,AMM,
HIDODD,24-Aug-17,1,15-20,Ceanothus cordulatus,Shrub,18,134,97,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Ceanothus cordulatus,Shrub,42,148,171,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,50,64,44,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,54,75,51,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Ceanothus cordulatus,Shrub,30,141,165,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,30,60,55,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,64,93,81,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,60,34,19,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Arctostaphylos patula,Shrub,55,120,115,,,AMM,
HIDODD,24-Aug-17,1,15-Oct,Ceanothus cordulatus,Shrub,24,134,78,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,20,151,126,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,21,118,99,,,AMM,
HIDODD,24-Aug-17,1,10-May,Arctostaphylos patula,Shrub,29,61,39,,,AMM,
HIDODD,24-Aug-17,1,10-May,Arctostaphylos patula,Shrub,70,171,158,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,35,157,147,,,AMM,
HIDODD,24-Aug-17,1,10-May,Arctostaphylos patula,Shrub,74,74,70,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,21,72,35,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,21,160,171,,,AMM,
HIDODD,24-Aug-17,1,10-May,Arctostaphylos patula,Shrub,44,102,91,,,AMM,
HIDODD,24-Aug-17,1,10-May,Arctostaphylos patula,Shrub,48,80,63,,,AMM,
HIDODD,24-Aug-17,1,10-May,Ceanothus cordulatus,Shrub,80,97,87,,,AMM,
HIDODD,24-Aug-17,1,0-5,Ceanothus cordulatus,Shrub,27,152,204,,,AMM,
HIDODD,24-Aug-17,1,0-5,Ceanothus cordulatus,Shrub,20,176,171,,,AMM,
HIDODD,24-Aug-17,1,0-5,Arctostaphylos patula,Shrub,27,34,27,,,AMM,
HIDODD,26-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,55,130,135,,,AMM,
HIDODD,26-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,57,175,190,,,AMM,
HIDODD,26-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,61,210,235,,,AMM,
HIDODD,26-Aug-17,2,0-5,Arctostaphylos patula,Shrub,63,85,95,,,AMM,
HIDODD,26-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,65,155,180,,,AMM,
HIDODD,26-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,58,120,160,,,AMM,
HIDODD,26-Aug-17,2,0-5,Ceanothus cordulatus,Shrub,59,180,230,,,AMM,
HIDODD,26-Aug-17,2,10-May,Arctostaphylos patula,Shrub,60,30,40,,,AMM,
HIDODD,26-Aug-17,2,10-May,Ceanothus cordulatus,Shrub,53,155,200,,,AMM,
HIDODD,26-Aug-17,2,10-May,Ceanothus cordulatus,Shrub,45,100,160,,,AMM,
HIDODD,26-Aug-17,2,10-May,Ceanothus cordulatus,Shrub,35,120,125,,,AMM,
HIDODD,26-Aug-17,2,10-May,Ceanothus cordulatus,Shrub,54,110,160,,,AMM,
HIDODD,26-Aug-17,2,10-May,Ceanothus cordulatus,Shrub,52,125,146,,,AMM,
HIDODD,26-Aug-17,2,10-May,Ceanothus cordulatus,Shrub,49,140,173,,,AMM,
HIDODD,26-Aug-17,2,10-May,Ceanothus cordulatus,Shrub,53,170,192,,,AMM,
HIDODD,26-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,10,42,60,,,AMM,
HIDODD,26-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,12,60,56,,,AMM,
HIDODD,26-Aug-17,2,15-Oct,Ceanothus cordulatus,Shrub,64,175,185,,,AMM,
HIDODD,26-Aug-17,2,15-20,Arctostaphylos patula,Shrub,54,80,95,,,AMM,
HIDODD,26-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,29,145,233,,,AMM,
HIDODD,26-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,35,88,89,,,AMM,
HIDODD,26-Aug-17,2,15-20,Arctostaphylos patula,Shrub,50,44,55,,,AMM,
HIDODD,26-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,55,132,149,,,AMM,
HIDODD,26-Aug-17,2,15-20,Arctostaphylos patula,Shrub,54,62,102,,,AMM,
HIDODD,26-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,49,160,148,,,AMM,
HIDODD,26-Aug-17,2,15-20,Ceanothus cordulatus,Shrub,90,277,210,,,AMM,
HIDODD,26-Aug-17,2,15-20,Arctostaphylos patula,Shrub,76,120,125,,,AMM,
HIDODD,26-Aug-17,2,20-25,Ceanothus cordulatus,Shrub,65,147,141,,,AMM,
HIDODD,26-Aug-17,2,20-25,Arctostaphylos patula,Shrub,66,70,76,,,AMM,
HIDODD,26-Aug-17,2,30-35,Arctostaphylos patula,Shrub,67,112,137,,,AMM,
