Site,Transect,Meter,Raw_data_entry,Species,Type,cover,Max_height_cm,Avg_height_cm,Comments,Entered by,Daniel
HITEDD,2,5,Soft Loose Litter,BLANK,Soft loose litter,10,0.5,0.5,,CT,
HITEDD,2,5,Char,BLANK,Char,2,2,1,,CT,
HITEDD,2,10,viola lobata,Viola lobata,Dominant forb,1,18,12,,CT,
HITEDD,2,10,ceanothus cordulatus,Ceanothus cordulatus,Shrub,70,25,15,,CT,
HITEDD,2,10,ceanothus prostratus,Ceanothus prostratus,Shrub,6,1,1,,CT,
HITEDD,2,10,Apocynum andracaemifolium,Apocynum andracaemifolium,Dominant forb,1,12,6,Check T1,CT,"In cover, T was replaced by 1"
HITEDD,2,10,Soft Rooted Litter,BLANK,Soft rooted litter,25,3,3,,CT,
HITEDD,2,10,Bare Ground ,BLANK,Bare Ground,67,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,10,Soft Loose Litter,BLANK,Soft loose litter,5,0.5,0.5,,CT,
HITEDD,2,10,Woody Litter,BLANK,Woody litter,3,1,1,,CT,
HITEDD,2,15,viola lobata,Viola lobata,Dominant forb,1,9,8,,CT,"In cover, T was replaced by 1"
HITEDD,2,15,octopus bush,UNKNOWN,Shrub,25,7,2,,CT,
HITEDD,2,15,rosa rubisimosa,Rosa rubiginosa,Shrub,4,20,10,,CT,
HITEDD,2,15,Ribes,Ribes sp.,Shrub,5,24,15,,CT,
HITEDD,2,15,ceanothus prostratus,Ceanothus prostratus,Shrub,5,5,2,,CT,
HITEDD,2,15,ceanothus integerrimus,Ceanothus integerrimus,Shrub,1,10,10,,CT,"In cover, T was replaced by 1"
HITEDD,2,15,Soft Loose Litter,BLANK,Soft loose litter,25,1,1,,CT,
HITEDD,2,15,Bare Ground ,BLANK,Bare Ground,73,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,15,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HITEDD,2,15,Rock,BLANK,Rocks,6,11,1,,CT,
HITEDD,2,20,ceanothus prostratus,Ceanothus prostratus,Shrub,17,8,3,,CT,
HITEDD,2,20,ceanothus cordulatus,Ceanothus cordulatus,Shrub,40,40,35,,CT,
HITEDD,2,20,Soft Rooted Litter,BLANK,Soft rooted litter,1,43,30,,CT,
HITEDD,2,20,Woody Litter,BLANK,Woody litter,5,3,1,,CT,
HITEDD,2,20,Soft Loose Litter,BLANK,Soft loose litter,25,0.5,0.5,,CT,
HITEDD,2,20,Bare Ground ,BLANK,Bare Ground,69,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,25,lactaca serriola,Lactuca serriola,Dominant forb,1,27,17,,CT,
HITEDD,2,25,gayophytum diffusa,Gayophytum diffusa,Dominant forb,1,20,15,,CT,
HITEDD,2,25,Woody Litter,BLANK,Woody litter,25,3,1,,CT,
HITEDD,2,25,Bare Ground ,BLANK,Bare Ground,70,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,25,Rock,BLANK,Rocks,1,1,1,,CT,"In cover, T was replaced by 1"
HITEDD,2,25,Soft Loose Litter,BLANK,Soft loose litter,5,1,1,,CT,
HITEDD,2,30,kelloggia galiodes,Kelloggia galioides,Dominant forb,16,25,10,,CT,
HITEDD,2,30,ceanothus cordulatus,Ceanothus cordulatus,Shrub,50,51,20,,CT,
HITEDD,2,30,ceanothus prostratus,Ceanothus prostratus,Shrub,18,3,3,,CT,
HITEDD,2,30,Soft Rooted Litter,BLANK,Soft rooted litter,3,72,72,,CT,
HITEDD,2,30,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HITEDD,2,30,Bare Ground ,BLANK,Bare Ground,94,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,35,Apocynum andracaemifolium,Apocynum andracaemifolium,Dominant forb,15,25,15,added manzanita & manzanita look-alike together - same species,CT,
HITEDD,2,35,Ribes,Ribes sp.,Shrub,3,12,10,,CT,
HITEDD,2,35,ceanothus cordulatus,Ceanothus cordulatus,Shrub,70,50,25,,CT,
HITEDD,2,35,Soft Rooted Litter,BLANK,Soft rooted litter,4,33,14,,CT,
HITEDD,2,35,Soft Loose Litter,BLANK,Soft loose litter,12,1,1,,CT,
HITEDD,2,35,Rock,BLANK,Rocks,5,7,2,,CT,
HITEDD,2,35,Woody Litter,BLANK,Woody litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HITEDD,2,35,Bare Ground ,BLANK,Bare Ground,79,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,40,rosa rubisimosa,Rosa rubiginosa,Shrub,15,42,20,,CT,
HITEDD,2,40,ceanothus cordulatus,Ceanothus cordulatus,Shrub,75,42,25,,CT,
HITEDD,2,40,Char,BLANK,Char,6,40,40,,CT,
HITEDD,2,40,Soft Loose Litter,BLANK,Soft loose litter,1,1,1,,CT,"In cover, T was replaced by 1"
HITEDD,2,40,Bare Ground ,BLANK,Bare Ground,94,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HITEDD,2,45,octopus bush,UNKNOWN,Shrub,25,28,20,,CT,
HITEDD,2,45,rosa rubisimosa,Rosa rubiginosa,Shrub,10,30,15,,CT,
HITEDD,2,45,Apocynum andracaemifolium,Apocynum andracaemifolium,Dominant forb,1,11,11,,CT,
HITEDD,2,45,ceanothus cordulatus,Ceanothus cordulatus,Shrub,5,10,10,,CT,
HITEDD,2,45,ceanothus integerrimus,Ceanothus integerrimus,Shrub,3,15,10,,CT,
HITEDD,2,45,Ribes,Ribes sp.,Shrub,4,23,15,,CT,
HITEDD,2,45,ceanothus prostratus,Ceanothus prostratus,Shrub,2,3,1,,CT,
HITEDD,2,45,Soft Rooted Litter,BLANK,Soft rooted litter,1,56,40,,CT,
HITEDD,2,45,Woody Litter,BLANK,Woody litter,1,2,1,,CT,
HITEDD,2,45,Rock,BLANK,Rocks,1,1,1,,CT,"In cover, T was replaced by 1"
HITEDD,2,45,Char,BLANK,Char,3,5,5,,CT,
HITEDD,2,45,Bare Ground ,BLANK,Bare Ground,95,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,0,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,3,15,10,,CT,
HIWALK,1,0,frangula nebra,Frangula rubra,Shrub,4,25,25,,CT,
HIWALK,1,0,Char,BLANK,Char,2,2,2,,CT,
HIWALK,1,0,Woody Litter,BLANK,Woody litter,5,3,2,,CT,
HIWALK,1,0,Rock,BLANK,Rocks,74,3,1,,CT,
HIWALK,1,0,Soft Loose Litter,BLANK,Soft loose litter,5,0.5,0.5,,CT,
HIWALK,1,0,Bare Ground ,BLANK,Bare Ground,14,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,5,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,16,15,13,,CT,
HIWALK,1,5,ceanothus prostratus,Ceanothus prostratus,Shrub,18,3,2,,CT,
HIWALK,1,5,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HIWALK,1,5,Woody Litter,BLANK,Woody litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HIWALK,1,5,Soft Loose Litter,BLANK,Soft loose litter,6,0.5,0.5,,CT,
HIWALK,1,5,Rock,BLANK,Rocks,89,11,4,,CT,
HIWALK,1,5,Bare Ground ,BLANK,Bare Ground,5,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,10,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,8,12,10,,CT,
HIWALK,1,10,ceanothus prostratus,Ceanothus prostratus,Shrub,6,3,2,,CT,
HIWALK,1,10,Tree- dead,UNKNOWN,Tree,6,500,500,Pinaceae spp. (conifer)/pine,CT,
HIWALK,1,10,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HIWALK,1,10,Woody Litter,BLANK,Woody litter,10,4,2,,CT,
HIWALK,1,10,Soft Loose Litter,BLANK,Soft loose litter,4,0.5,0.5,,CT,
HIWALK,1,10,Rock,BLANK,Rocks,82,10,1,,CT,
HIWALK,1,10,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,10,frangula nebra,Frangula rubra,Shrub,1,6,6,,CT,"In cover, T was replaced by 1"
HIWALK,1,15,Woody Litter,BLANK,Woody litter,22,3,1,,CT,
HIWALK,1,15,Soft Loose Litter,BLANK,Soft loose litter,8,0.5,0.5,,CT,
HIWALK,1,15,Rock,BLANK,Rocks,50,3,1,,CT,
HIWALK,1,15,Bare Ground ,BLANK,Bare Ground,20,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,20,ceanothus prostratus,Ceanothus prostratus,Shrub,3,2,2,,CT,
HIWALK,1,20,Woody Litter,BLANK,Woody litter,2,1,0.5,,CT,
HIWALK,1,20,Rock,BLANK,Rocks,15,4,1,,CT,
HIWALK,1,20,Soft Loose Litter,BLANK,Soft loose litter,81,2,1,,CT,
HIWALK,1,20,Bare Ground ,BLANK,Bare Ground,2,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,25,ceanothus prostratus,Ceanothus prostratus,Shrub,11,4,3,,CT,
HIWALK,1,25,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HIWALK,1,25,Woody Litter,BLANK,Woody litter,35,4,2,,CT,
HIWALK,1,25,Rock,BLANK,Rocks,47,2,1,,CT,
HIWALK,1,25,Soft Loose Litter,BLANK,Soft loose litter,16,1,0.5,,CT,
HIWALK,1,25,Bare Ground ,BLANK,Bare Ground,2,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,30,ceanothus prostratus,Ceanothus prostratus,Shrub,13,5,3,,CT,
HIWALK,1,30,Woody Litter,BLANK,Woody litter,25,1,1,,CT,
HIWALK,1,30,Rock,BLANK,Rocks,15,3,1,,CT,
HIWALK,1,30,Soft Loose Litter,BLANK,Soft loose litter,30,0.5,0.5,,CT,
HIWALK,1,30,Bare Ground ,BLANK,Bare Ground,30,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,35,ceanothus prostratus,Ceanothus prostratus,Shrub,12,3,2,,CT,
HIWALK,1,35,frangula nebra,Frangula rubra,Shrub,1,4,3,,CT,
HIWALK,1,35,Woody Litter,BLANK,Woody litter,1,1,0.5,,CT,
HIWALK,1,35,Rock,BLANK,Rocks,58,3,1,,CT,
HIWALK,1,35,Soft Loose Litter,BLANK,Soft loose litter,6,0.5,0.5,,CT,
HIWALK,1,35,Bare Ground ,BLANK,Bare Ground,35,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,40,Arctostaphylos viscida,Arctostaphylos viscida,Shrub,11,25,20,,CT,
HIWALK,1,40,Woody Litter,BLANK,Woody litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HIWALK,1,40,Rock,BLANK,Rocks,25,2,1,,CT,
HIWALK,1,40,Soft Loose Litter,BLANK,Soft loose litter,7,0.5,0.5,,CT,
HIWALK,1,40,Bare Ground ,BLANK,Bare Ground,68,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,1,45,ceanothus prostratus,Ceanothus prostratus,Shrub,11,3,2,,CT,
HIWALK,1,45,Tree- dead,UNKNOWN,Tree,25,1500,1500,,CT,
HIWALK,1,45,Grasses,BLANK,Grass,1,12,10,,CT,
HIWALK,1,45,Woody Litter,BLANK,Woody litter,1,1,1,,CT,
HIWALK,1,45,Rock,BLANK,Rocks,64,3,2,,CT,
HIWALK,1,45,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HIWALK,1,45,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,0,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,60,20,15,,CT,
HIWALK,2,0,Char,BLANK,Char,1,25,25,,CT,
HIWALK,2,0,Woody Litter,BLANK,Woody litter,6,8,7,,CT,
HIWALK,2,0,Rock,BLANK,Rocks,38,2,1,,CT,
HIWALK,2,0,Soft Loose Litter,BLANK,Soft loose litter,34,2,1,,CT,
HIWALK,2,0,Bare Ground ,BLANK,Bare Ground,21,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,5,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,54,18,15,,CT,
HIWALK,2,5,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HIWALK,2,5,Woody Litter,BLANK,Woody litter,16,8,6,,CT,
HIWALK,2,5,Rock,BLANK,Rocks,58,2,1,,CT,
HIWALK,2,5,Soft Loose Litter,BLANK,Soft loose litter,16,1,1,,CT,
HIWALK,2,5,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,10,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,46,25,23,,CT,
HIWALK,2,10,ceanothus prostratus,Ceanothus prostratus,Shrub,6,2,2,,CT,
HIWALK,2,10,Char,BLANK,Char,1,1,1,,CT,
HIWALK,2,10,Soft Rooted Litter,BLANK,Soft rooted litter,10,1,1,,CT,
HIWALK,2,10,Rock,BLANK,Rocks,69,4,1,,CT,
HIWALK,2,10,Soft Loose Litter,BLANK,Soft loose litter,10,1,1,,CT,
HIWALK,2,10,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,15,Viola Lobata,Viola lobata,Dominant forb,2,10,5,,CT,
HIWALK,2,15,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,52,23,18,,CT,
HIWALK,2,15,ceanothus prostratus,Ceanothus prostratus,Shrub,12,3,2,,CT,
HIWALK,2,15,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HIWALK,2,15,Woody Litter,BLANK,Woody litter,3,5,1,,CT,
HIWALK,2,15,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,CT,
HIWALK,2,15,Rock,BLANK,Rocks,60,4,1,,CT,
HIWALK,2,15,Soft Loose Litter,BLANK,Soft loose litter,20,1,0.5,,CT,
HIWALK,2,15,Bare Ground ,BLANK,Bare Ground,16,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,20,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,32,25,20,,CT,
HIWALK,2,20,Char,BLANK,Char,5,5,1,,CT,
HIWALK,2,20,Woody Litter,BLANK,Woody litter,4,2,1,,CT,
HIWALK,2,20,Rock,BLANK,Rocks,60,5,1,,CT,
HIWALK,2,20,Soft Loose Litter,BLANK,Soft loose litter,6,0.5,0.5,,CT,
HIWALK,2,20,Bare Ground ,BLANK,Bare Ground,25,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,25,arctostaphylos patula,Arctostaphylos patula,Shrub,22,75,60,,CT,
HIWALK,2,25,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,24,20,15,,CT,
HIWALK,2,25,Viola Lobata,Viola lobata,Dominant forb,1,18,18,,CT,
HIWALK,2,25,Char,BLANK,Char,1,1,1,,CT,"In cover, T was replaced by 1"
HIWALK,2,25,Woody Litter,BLANK,Woody litter,35,22,16,,CT,
HIWALK,2,25,Rock,BLANK,Rocks,20,1,1,,CT,
HIWALK,2,25,Soft Loose Litter,BLANK,Soft loose litter,4,0.5,0.5,,CT,
HIWALK,2,25,Bare Ground ,BLANK,Bare Ground,41,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,30,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,30,20,17,,CT,
HIWALK,2,30,Arctostaphylos viscida,Arctostaphylos viscida,Shrub,1,20,20,,CT,
HIWALK,2,30,polygala cornuta,Polygala cornuta,Dominant forb,5,25,20,,CT,
HIWALK,2,30,ceanothus prostratus,Ceanothus prostratus,Shrub,8,2,1,,CT,
HIWALK,2,30,Char,BLANK,Char,1,0.5,0.5,,CT,
HIWALK,2,30,Woody Litter,BLANK,Woody litter,22,5,2,,CT,
HIWALK,2,30,Rock,BLANK,Rocks,46,2,1,,CT,
HIWALK,2,30,Soft Loose Litter,BLANK,Soft loose litter,18,1,1,,CT,
HIWALK,2,30,Bare Ground ,BLANK,Bare Ground,12,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,30,Tree- dead,UNKNOWN,Tree,3,400,400,Pinaceae spp. (conifer)/pine,CT,
HIWALK,2,35,ceanothus prostratus,Ceanothus prostratus,Shrub,3,2,1,,CT,
HIWALK,2,35,Tree- dead,UNKNOWN,Tree,22,1500,1000,Pinaceae spp. (conifer)/pine,CT,
HIWALK,2,35,Char,BLANK,Char,13,55,30,,CT,
HIWALK,2,35,Woody Litter,BLANK,Woody litter,3,1,1,,CT,
HIWALK,2,35,Rock,BLANK,Rocks,35,1,1,,CT,
HIWALK,2,35,collomia heterophyla,Collomia heterophyla,Dominant forb,1,4,4,,CT,
HIWALK,2,35,Bare Ground ,BLANK,Bare Ground,26,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,35,Soft Loose Litter,BLANK,Soft loose litter,1,0.5,0.5,,CT,
HIWALK,2,40,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,10,20,12,,CT,
HIWALK,2,40,Viola Lobata,Viola lobata,Dominant forb,8,5,5,,CT,
HIWALK,2,40,Grasses,BLANK,Grass,1,15,15,,CT,"In cover, T was replaced by 1"
HIWALK,2,40,Tree- dead,UNKNOWN,Tree,35,2000,2000,Pinaceae spp. (conifer)/pine,CT,
HIWALK,2,40,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HIWALK,2,40,Woody Litter,BLANK,Woody litter,4,6,4,,CT,
HIWALK,2,40,Rock,BLANK,Rocks,46,NA,NA,Height not recorded,CT,"In Max_height_cm and Avg_height_cm, ""blank"" was replaced by NA"
HIWALK,2,40,Soft Loose Litter,BLANK,Soft loose litter,2,0.5,0.5,,CT,
HIWALK,2,40,Bare Ground ,BLANK,Bare Ground,10,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,40,Soft Rooted Litter,BLANK,Soft rooted litter,3,8,8,,CT,
HIWALK,2,45,ceanothus prostratus,Ceanothus prostratus,Shrub,9,2,1,,CT,
HIWALK,2,45,Viola Lobata,Viola lobata,Dominant forb,1,3,3,,CT,"In cover, T was replaced by 1"
HIWALK,2,45,cryptantha sp or plagiobothris sp,Boraginaceae,Dominant forb,1,12,12,,CT,"In cover, T was replaced by 1"
HIWALK,2,45,Soft Rooted Litter,BLANK,Soft rooted litter,6,20,15,,CT,
HIWALK,2,45,Soft Loose Litter,BLANK,Soft loose litter,9,0.5,0.5,,CT,
HIWALK,2,45,Char,BLANK,Char,1,0.5,0.5,,CT,"In cover, T was replaced by 1"
HIWALK,2,45,Woody Litter,BLANK,Woody litter,2,1,1,,CT,
HIWALK,2,45,Bare Ground ,BLANK,Bare Ground,40,NA,NA,,CT,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
HIWALK,2,45,Rock,BLANK,Rocks,43,3,1,,CT,
MIXBUS,1,0,Stellaria sp.,Stellaria sp.,Dominant forb,2,53,30,kelloggia?,JMP,
MIXBUS,1,0,T1-0M-B (tiny tobacco),UNKNOWN,Dominant forb,1,7,5,,JMP,
MIXBUS,1,0,Pinus Seedling,Pinus sp.,Tree,1,18,18,Seedling,JMP,
MIXBUS,1,0,Abies sp. Seedling,Abies sp.,Tree,1,5,4,Seedlings,JMP,"In cover, T was replaced by 1"
MIXBUS,1,0,Soft Loose Litter,BLANK,Soft loose litter,85,1,1,,JMP,
MIXBUS,1,0,Woody Litter,BLANK,Woody litter,1,2,2,,JMP,
MIXBUS,1,0,Rock,BLANK,Rocks,10,4,3,,JMP,
MIXBUS,1,0,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXBUS,1,0,Grasses,BLANK,Grass,1,15,12,,JMP,"In cover, T was replaced by 1"
MIXBUS,1,5,Stellaria sp.,Stellaria sp.,Dominant forb,4,38,25,,JMP,
MIXBUS,1,5,Soft Loose Litter,BLANK,Soft loose litter,38,1,1,,JMP,
MIXBUS,1,5,Woody Litter,BLANK,Woody litter,7,6,3,,JMP,
MIXBUS,1,5,Rock,BLANK,Rocks,55,35,30,,JMP,
MIXBUS,1,5,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,JMP,"In cover, T was replaced by 1"
MIXBUS,1,10,Stellaria sp.,Stellaria sp.,Dominant forb,1,30,25,,JMP,
MIXBUS,1,10,ceanothus cordulatus,Ceanothus cordulatus,Shrub,5,14,5,,JMP,
MIXBUS,1,10,calocedrus decurrens Sapling,Calocedrus decurrens,Tree,1,23,23,Seedling,JMP,
MIXBUS,1,10,Abies sp. Seedling,Abies sp.,Tree,1,5,4,Seedlings,JMP,"In cover, T was replaced by 1"
MIXBUS,1,10,T1-0M-B (tiny tobacco),UNKNOWN,Dominant forb,1,5,5,,JMP,"In cover, T was replaced by 1"
MIXBUS,1,10,Rock,BLANK,Rocks,8,7,4,,JMP,
MIXBUS,1,10,Woody Litter,BLANK,Woody litter,4,2,1,,JMP,
MIXBUS,1,10,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,JMP,
MIXBUS,1,10,Soft Loose Litter,BLANK,Soft loose litter,87,1,1,,JMP,
MIXBUS,1,15,Stellaria sp.,Stellaria sp.,Dominant forb,2,38,38,,JMP,
MIXBUS,1,15,calocedrus decurrens Sapling,Calocedrus decurrens,Tree,1,9,9,Seedling,JMP,"In cover, T was replaced by 1"
MIXBUS,1,15,Abies sp. Seedling,Abies sp.,Tree,1,6,6,Seedlings,JMP,"In cover, T was replaced by 1"
MIXBUS,1,15,Rock,BLANK,Rocks,2,1,1,,JMP,
MIXBUS,1,15,Char,BLANK,Char,6,1,1,,JMP,
MIXBUS,1,15,Woody Litter,BLANK,Woody litter,7,2,1,,JMP,
MIXBUS,1,15,Soft Loose Litter,BLANK,Soft loose litter,81,1,1,,JMP,
MIXBUS,1,15,Soft Rooted Litter,BLANK,Soft rooted litter,4,1,1,,JMP,
MIXBUS,1,20,Stellaria sp.,Stellaria sp.,Dominant forb,2,51,35,,JMP,
MIXBUS,1,20,Pseudognaphalium sp.,Pseudognaphalium sp.,Dominant forb,1,7,3,,JMP,
MIXBUS,1,20,cirsium vulgare,Cirsium vulgare,Dominant forb,4,13,5,,JMP,
MIXBUS,1,20,calocedrus decurrens Seedling,Calocedrus decurrens,Tree,2,19,13,Seedling,JMP,
MIXBUS,1,20,Abies sp. Seedling,Abies sp.,Tree,1,6,6,Seedlings,JMP,"In cover, T was replaced by 1"
MIXBUS,1,20,Woody Litter,BLANK,Woody litter,6,3,1,,JMP,
MIXBUS,1,20,Soft Loose Litter,BLANK,Soft loose litter,90,1,1,,JMP,
MIXBUS,1,20,Char,BLANK,Char,3,5,4,,JMP,
MIXBUS,1,20,Rock,BLANK,Rocks,1,1,1,,JMP,
MIXBUS,1,25,Stellaria sp.,Stellaria sp.,Dominant forb,2,41,36,,JMP,
MIXBUS,1,25,Pseudognaphalium sp.,Pseudognaphalium sp.,Dominant forb,1,6,4,,JMP,
MIXBUS,1,25,calocedrus decurrens Seedling,Calocedrus decurrens,Tree,2,12,7,Seedling,JMP,
MIXBUS,1,25,Abies sp. Seedling,Abies sp.,Tree,2,9,5,Seedlings,JMP,
MIXBUS,1,25,Soft Rooted Litter,BLANK,Soft rooted litter,5,1,2,,JMP,
MIXBUS,1,25,Woody Litter,BLANK,Woody litter,8,10,5,,JMP,
MIXBUS,1,25,Soft Loose Litter,BLANK,Soft loose litter,83,1,1,,JMP,
MIXBUS,1,25,Rock,BLANK,Rocks,3,1,1,,JMP,
MIXBUS,1,25,Bare Ground ,BLANK,Bare Ground,1,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXBUS,1,30,Stellaria sp.,Stellaria sp.,Dominant forb,1,58,35,,JMP,
MIXBUS,1,30,calocedrus decurrens Seedling,Calocedrus decurrens,Tree,1,7,7,Seedling,JMP,"In cover, T was replaced by 1"
MIXBUS,1,30,Abies sp. Seedling,Abies sp.,Tree,1,5,4,Seedlings,JMP,
MIXBUS,1,30,spikey oak,UNKNOWN,Dominant forb,1,11,11,,JMP,"In cover, T was replaced by 1"
MIXBUS,1,30,Woody Litter,BLANK,Woody litter,35,12,6,,JMP,
MIXBUS,1,30,Bare Ground ,BLANK,Bare Ground,1,NA,NA,,JMP,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
MIXBUS,1,30,Soft Loose Litter,BLANK,Soft loose litter,62,1,1,,JMP,
MIXBUS,1,30,Soft Rooted Litter,BLANK,Soft rooted litter,3,1,1,,JMP,
MIXBUS,1,35,Stellaria sp.,Stellaria sp.,Dominant forb,7,73,50,,JMP,
MIXBUS,1,35,Abies sp. Seedling,Abies sp.,Tree,1,3,3,Seedlings,JMP,"In cover, T was replaced by 1"
MIXBUS,1,35,Woody Litter,BLANK,Woody litter,70,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""blank"" was replaced by NA"
MIXBUS,1,35,Soft Loose Litter,BLANK,Soft loose litter,30,1,1,,JMP,
MIXBUS,1,40,Stellaria sp.,Stellaria sp.,Dominant forb,2,26,20,,JMP,
MIXBUS,1,40,Pseudognaphalium sp.,Pseudognaphalium sp.,Dominant forb,7,11,8,,JMP,
MIXBUS,1,40,cirsium vulgare,Cirsium vulgare,Dominant forb,2,2,2,,JMP,
MIXBUS,1,40,Ribes sp.,Ribes sp.,Shrub,1,9,7,,JMP,
MIXBUS,1,40,quercus kelloggii,Quercus kelloggii,Tree,2,19,11,,JMP,
MIXBUS,1,40,Abies sp. Seedling,Abies sp.,Tree,1,8,6,Seedlings,JMP,"In cover, T was replaced by 1"
MIXBUS,1,40,SOFT CHUBBIES,UNKNOWN,Dominant forb,1,12,8,,JMP,
MIXBUS,1,40,POINTY BASIL,UNKNOWN,Dominant forb,1,13,13,,JMP,
MIXBUS,1,40,calocedrus decurrens Seedling,Calocedrus decurrens,Tree,1,8,8,Seedling,JMP,"In cover, T was replaced by 1"
MIXBUS,1,40,Woody Litter,BLANK,Woody litter,30,65,60,,JMP,
MIXBUS,1,40,Soft Loose Litter,BLANK,Soft loose litter,63,1,1,,JMP,
MIXBUS,1,40,Soft Rooted Litter,BLANK,Soft rooted litter,7,1,1,,JMP,
MIXBUS,1,45,Stellaria sp.,Stellaria sp.,Dominant forb,5,38,25,,JMP,
MIXBUS,1,45,POINTY BASIL,UNKNOWN,Dominant forb,1,15,12,,JMP,
MIXBUS,1,45,Pseudognaphalium sp.,Pseudognaphalium sp.,Dominant forb,7,48,40,,JMP,
MIXBUS,1,45,Fabaceae sp.,Fabaceae,Dominant forb,1,19,15,,JMP,
